part	c1	c2	c3	c4
37326	4.01	4.56	9.73	7.54
37327	5.1	6.26	10.16	8.7
37328	3.93	5.53	9.79	7.64
37329	4.35	5.78	10.27	8.22
37330	4.91	6.37	10.1	8.96
37331	5.18	7.25	10.57	9.81
37332	3.75	4.68	9.79	7.46
37333	3.14	5.64	9.89	7.71
37334	3.63	5.76	10.22	7.56
37335	4.09	5.34	9.8	7.98
37336	4.08	5.66	10.4	8.83
37337	4.69	5.83	9.73	8.07
37338	4.17	5.63	10.18	8.27
37339	4.42	6.4	10.24	8.8
37340	3.33	4.84	9.96	8.19
37341	3.94	5.46	10.12	7.35
37342	4.18	5.44	9.82	8.54
37343	3.83	5.39	9.89	7
37344	3.78	6.11	9.98	7.74
37345	3.52	4.69	9.74	7.58
37346	4.07	5.42	10.26	8.12
37347	3.87	5.08	9.95	8.29
37348	4.22	6.27	10.27	8.41
37349	4.16	6.13	9.93	8.16
37350	4.12	6.05	10.21	8.84
37351	4.56	5.21	10	8.11
37352	4.48	6.6	10.41	8.66
37353	4.19	5.45	9.99	7.52
37354	4.08	5.38	9.96	7.06
37355	4.8	6.43	10.11	8.78
37356	4.49	5.92	10.35	8.59
37357	4.04	4.91	9.71	7.77
37358	3.97	5.64	9.94	8.52
37359	3.05	4.25	9.4	7.85
37360	4.38	5.92	10.07	8.28
37361	3.8	5.42	10.02	7.97
37362	4.72	6.11	10.45	9.37
37363	3.66	5.62	9.88	7.83
37364	4.5	5.82	10.11	8.35
37365	3.71	4.83	9.85	8.47
37366	3.45	5.17	9.67	7.68
37367	3.64	5.11	10.06	7.48
37368	3.45	4.48	9.34	6.44
37369	4.16	5.41	9.98	8.21
37370	3.63	4.93	10.28	7.64
37371	4.76	6.25	10.14	8.34
37372	4.4	5.19	9.71	7.2
37373	4	5.46	9.75	7.46
37374	3.82	5.38	9.88	7.95
37375	4.35	5.74	9.85	7.86
37376	3.93	5.59	9.97	8.55
37377	3.97	4.91	9.82	7.4
37378	3.62	4.98	9.87	7.11
37379	4.21	5.5	10.05	7.46
37380	3.38	4.95	9.57	7.76
37381	3.62	5.15	9.77	8.07
37382	4.77	6.34	10.04	8.93
37383	4.14	5.44	10.14	7.87
37384	3.66	5.89	9.88	7.54
37385	4.17	5.88	10.27	8.69
37386	3.67	4.3	9.63	7.97
37387	2.78	4.77	9.93	7.5
37388	4.22	6.13	10.11	8.36
37389	3.84	5.6	9.82	8.16
37390	4.4	6.31	9.98	7.86
37391	4.21	5.99	10.4	8.4
37392	4.45	5.14	9.86	8.5
37393	3.68	5.07	9.62	7.44
37394	4.46	5.58	10.3	8.97
37395	3.83	5.74	9.97	8.45
37396	3.59	5.41	9.76	7.54
37397	4.05	5.79	10.25	8.53
37398	4.1	5.54	10.09	8.31
37399	4.01	5.65	10.09	7.89
37400	4.75	6.42	10.25	8.75
37401	4.96	5.58	9.96	8.26
37402	4.02	5.74	10.18	7.97
37403	3.82	5.33	10.13	8.45
37404	4.68	6.33	10.1	9.02
37405	3.73	5.2	9.87	7.25
37406	4.25	5.32	9.94	7.69
37407	3.41	5.13	9.64	7.46
37408	4.29	5.82	10.27	7.97
37409	3.48	5.65	9.98	8.25
37410	3.96	5.34	9.78	7.59
37411	5.01	6.39	10.26	9.13
37412	4.17	5.07	9.97	6.96
37413	4.47	5.39	10.16	8.45
37414	4.37	4.95	10.08	7.66
37415	4.55	6.38	10.22	8.55
37416	4.41	5.6	10.03	8.38
37417	4.34	6.73	9.94	8.38
37418	4.18	5.27	10.34	8.29
37419	3.85	5.15	9.88	7.72
37420	3.51	4.29	9.59	7.15
37421	3.14	4.8	9.73	7.52
37422	3.52	4.48	9.85	7.36
37423	4.27	5.66	9.97	7.5
37424	3.56	4.98	9.89	7.09
37425	3.65	5.86	10.04	7.69
37426	3.89	5.66	9.88	8.11
37427	4.28	5.35	10.36	8.56
37428	4.28	5.57	10.17	8.04
37429	4.13	5.96	9.95	7.46
37430	4.31	6.35	10.15	8.72
37431	3.82	5.42	9.83	8.18
37432	4.51	5.93	10.57	8.29
37433	4.25	5.67	10.15	7.74
37434	3.53	5.73	10.09	8.02
37435	3.87	5.43	9.71	7.38
37436	4.34	5.09	9.89	7.96
37437	4.51	6.56	10.12	8.23
37438	3.4	5.65	9.8	8.26
37439	4.22	5.64	9.88	7.9
37440	4.08	5.79	10.04	7.7
37441	4.02	5.99	10.29	9.01
37442	3.29	6.1	10.08	7.9
37443	3.59	5.11	9.84	7.99
37444	4.47	6.59	10.41	8.39
37445	3.89	5.18	9.78	7.8
37446	4.06	4.55	9.85	7.9
37447	3.88	5.09	9.88	7.49
37448	3.91	5.13	9.98	7.88
37449	3.45	4.22	10.28	7.79
37450	4.11	5.79	10.12	8.38
37451	3.65	5.06	9.7	7.31
37452	3.84	5.17	9.69	7.21
37453	3.8	5.64	9.75	8.24
37454	3.5	5.08	9.97	7.54
37455	3.65	5.82	9.84	7.12
37456	3.71	5.71	9.85	7.71
37457	3.96	5.43	9.87	7.42
37458	4.43	6.15	10.33	7.88
37459	3.86	5.4	9.79	8.44
37460	3.85	5.46	10.07	7.46
37461	4.19	5.4	10	7.77
37462	3.65	5.6	9.89	7.9
37463	3.72	5.09	10.1	7.55
37464	3.98	5.56	9.99	7.92
37465	3.58	4.93	9.82	8.05
37466	3.82	4.86	9.82	7.38
37467	3.78	4.68	9.86	7.4
37468	4.11	5.51	9.93	7.7
37469	3.48	5.05	9.92	8.21
37470	3.99	5.3	9.87	7.77
37471	3.8	4.86	9.75	7.58
37472	4.08	5.99	10.23	8.26
37473	3.93	4.99	9.81	7.61
37474	4.1	5.97	10.02	7.57
37475	3.63	5.23	9.85	7.39
37476	4.66	5.59	10.2	8.81
37477	3.89	5.55	9.78	8.09
37478	3.94	6.29	10.44	8.63
37479	4.42	6.45	9.92	8.38
37480	3.93	5.19	9.9	8.94
37481	3.53	5.56	10.19	8.57
37482	3.79	6.16	10.02	8.65
37483	3.54	5.1	9.41	8.05
37484	3.67	5.3	9.81	7.57
37485	3.41	4.67	9.56	7.4
37486	4.66	6.9	10.16	8.17
37487	3.48	5.08	10.05	8.2
37488	4.67	5.73	9.94	8.48
37489	4.56	5.69	9.99	7.74
37490	3.84	5.43	9.98	8.11
37491	3.45	5.01	9.96	8.61
37492	4.34	5.74	10.27	9.15
37493	4.34	6.67	10.41	7.76
37494	3.9	5.39	10.1	8.08
37495	4.72	5.84	10.01	8.21
37496	3.87	6.11	9.97	7.47
37497	3.74	6.03	10.3	8.2
37498	4.33	6.2	10.47	8.7
37499	3.27	4.14	10.14	7.58
37500	4.57	5.1	10.3	7.77
37501	4.45	5.86	10.07	7.73
37502	4.53	5.3	10.2	8.27
37503	4.21	5.53	10.22	7.46
37504	3.66	4.35	9.61	7.38
37505	4.87	6.27	10.44	8.67
37506	4.59	5.82	10.07	8.36
37507	3.3	5.22	9.83	7.36
37508	3.51	5.76	10.07	7.89
37509	3.54	4.97	9.97	7.68
37510	3.53	5.37	9.55	8.02
37511	3.33	5.26	9.89	7.93
37512	4.19	6.63	9.88	8.42
37513	3.94	5.67	10.28	8.66
37514	3.8	5.56	9.96	8.12
37515	4.25	5.46	10.23	8.27
37516	3.73	5.59	10.01	7.47
37517	4.03	5.86	10.42	8.61
37518	3.88	5.15	9.86	8.14
37519	4.43	5.49	10.24	8.7
37520	4.17	4.86	9.85	7.09
37521	4.19	5.22	10.3	7.62
37522	3.84	5.2	9.91	6.97
37523	4.25	5.94	10.02	8.11
37524	3.99	5.27	9.76	7.44
37525	4.4	5.88	10.08	8.6
37526	4.13	5.85	10.21	8.68
37527	4.06	4.98	9.92	8.2
37528	4.31	6.29	9.92	7.77
37529	3.91	5.62	9.99	8.32
37530	3.62	4.53	9.87	8.07
37531	4.37	6.15	10.23	7.7
37532	3.29	4.6	9.82	7.34
37533	4.28	5.72	10.14	7.98
37534	3.81	5.42	9.91	8
37535	4.12	6.17	10.13	7.8
37536	3.59	5.16	9.67	7.59
37537	4.22	5.46	10.16	7.82
37538	4.33	5.24	10.03	8.36
37539	3.97	6.09	10.03	8.11
37540	3.83	4.88	9.77	6.98
37541	3.64	5.32	10.05	7.99
37542	4.26	5.51	10.03	8.7
37543	3.97	5.53	10.13	8.44
37544	4.37	6.1	9.72	8.3
37545	4.36	6.5	10.26	8.42
37546	3.85	5.11	9.78	8.33
37547	3.38	5.42	10.04	7.75
37548	3.14	4.97	9.65	7.42
37549	4.08	5.72	10.21	8.32
37550	4.66	5.64	10.18	8.76
37551	3.44	4.64	9.74	8
37552	3.83	5.75	9.86	7.15
37553	4.12	6.48	10.37	8.13
37554	4.36	6.29	10.33	8.86
37555	3.82	5.77	9.73	7.98
37556	3.81	5.28	9.95	8.23
37557	3.36	5.07	9.9	7.18
37558	3.42	5.39	9.87	7.63
37559	3.69	6.07	10	8.2
37560	3.91	4.59	9.96	7.73
37561	4.12	5.86	10.19	8.47
37562	4.12	5.48	10	8.13
37563	4.04	5.17	10.12	7.95
37564	3.91	5.69	10.05	7.35
37565	3.84	5.12	10.18	8.29
37566	4.59	5.68	10.03	9.07
37567	3.69	6.08	9.98	7.62
37568	3.62	5.72	9.87	8.5
37569	4.96	5.44	10.29	8.12
37570	4.02	6.19	10.12	8.32
37571	4.04	4.75	10.08	8.25
37572	4.27	5.85	10.14	7.85
37573	4.5	5.64	10.1	8.27
37574	3.58	4.83	9.54	7.01
37575	4.03	5.91	9.99	7.97
37576	4.11	5.42	9.92	7.5
37577	3.85	5.71	10.06	7.91
37578	3.4	4.98	9.73	7.5
37579	3.51	5.71	9.72	7.76
37580	4.63	6.18	10.56	8.71
37581	4.71	5.3	10.01	8.23
37582	4.24	5.42	10.01	7.98
37583	4.42	6.2	10.12	8.56
37584	3.99	5.59	9.62	7.41
37585	3.95	5.97	10.29	8.56
37586	4.43	5.58	9.8	8.03
37587	3.79	5.25	10.01	7.3
37588	4.61	6.39	10.27	8.06
37589	4.19	5.31	10.01	8.17
37590	3.93	5.62	10.2	7.91
37591	3.57	5.44	9.87	7.99
37592	3.65	5.53	9.62	7.35
37593	3.6	5.79	10.08	7.38
37594	4.23	6.13	10.03	8.56
37595	3.31	4.71	9.5	7.71
37596	3.63	4.64	9.82	8
37597	3.95	5.22	10.08	8.04
37598	4.29	5.44	9.99	7.66
37599	3.98	4.97	9.82	7.08
37600	4.26	5.66	9.87	8.47
37601	4.08	5.1	9.86	8.7
37602	3.71	6.38	10.05	8.46
37603	3.25	5.59	9.84	8.5
37604	4.45	5.49	9.78	8.04
37605	3.8	5.81	9.92	8.26
37606	3.66	4.9	9.8	7.54
37607	3.86	5.83	10.06	7.47
37608	4.66	7.01	10.67	8.7
37609	3.75	5.08	9.77	7.62
37610	3.99	5.8	10.38	8.39
37611	4.35	5.76	10.03	8.1
37612	3.58	4.85	9.87	7.12
37613	4.2	5.5	9.79	8.02
37614	4.32	6.57	10.25	8.81
37615	4.14	5.76	9.77	7.78
37616	4.34	6.31	10.15	9.6
37617	4.41	5.81	9.97	8.26
37618	3.79	6.38	10.17	7.79
37619	3.83	5.45	9.82	8.43
37620	3.75	6.1	9.82	8.48
37621	4.25	5.37	10.25	NA
37622	4.09	5.68	10.13	7.38
37623	3.76	4.76	9.86	7.26
37624	4.07	5.65	10.1	8.9
37625	3.98	5.11	10.09	8.96
37626	4.01	5.54	10.12	8.84
37627	4.43	5.82	10.26	8.5
37628	4.28	5.51	10.17	8.64
37629	4.06	5.58	9.97	8.18
37630	3.83	4.72	9.88	7.33
37631	3.92	5.67	9.88	7.92
37632	4.25	6.33	10.03	8.09
37633	3.93	5.23	9.86	7.95
37634	4.23	5.42	10.21	8.45
37635	4.16	6.32	10.46	8.97
37636	3.94	5.44	9.95	7.39
37637	4.34	5.71	10.31	8.6
37638	4.13	5.47	10.03	7.56
37639	3.97	5.31	9.79	8.39
37640	4.86	6.28	10.54	8.76
37641	3.25	5.01	9.91	7.09
37642	3.97	5.66	9.93	8.27
37643	3.83	5.76	9.93	8.57
37644	3.74	5.65	9.97	7.91
37645	4.41	6.08	9.93	8.23
37646	3.73	5.77	9.96	7.95
37647	4.63	6.2	10.29	8.58
37648	3.38	4.48	9.93	7.06
37649	3.94	5	10.3	8.08
37650	3.33	5.26	9.89	7.45
37651	3.79	5.65	10.17	8.65
37652	4.63	5.99	10.07	8.82
37653	4.7	6.51	10.14	8.59
37654	4.12	5.84	9.96	7.74
37655	4.16	4.99	10.04	7.51
37656	4.16	5.62	10.3	8.2
37657	3.91	6.11	9.88	8.04
37658	3.66	5.83	9.8	7.26
37659	3.24	5.45	9.85	8.29
37660	3.21	4.98	9.94	7.99
37661	3.92	5.29	10.1	9.12
37662	4.63	5.85	9.73	8.76
37663	3.55	6.08	9.79	7.44
37664	3.71	4.35	9.41	7.85
37665	4.65	5.41	10.11	8.07
37666	4.64	5.58	9.89	8.33
37667	4.04	5.97	10.38	9.36
37668	4.32	5.63	9.85	7.72
37669	4.12	5.63	9.85	8.04
37670	4.5	5.84	10.06	7.56
37671	3.69	5.95	9.86	8.59
37672	3.94	5.16	9.82	7.73
37673	2.87	4.86	9.46	7.15
37674	3.75	5.59	10.35	8.14
37675	3.87	5.2	9.86	7.96
37676	3.64	6.25	10.01	8.45
37677	3.98	5.2	10.07	7.39
37678	4.59	5.38	10.18	7.82
37679	4.18	5.63	9.77	8.18
37680	3.92	5.51	10.18	8.14
37681	3.72	5.71	10.1	7.41
37682	4.53	5.14	9.8	8.18
37683	3.85	6.24	9.95	9.07
37684	4.57	5.72	10.13	8.37
37685	3.09	5.54	9.74	6.87
37686	4.17	5.5	9.97	8.02
37687	4.29	6.04	10.02	8.03
37688	4.07	5.82	10.27	7.64
37689	3.92	5.63	10.08	8.46
37690	3.58	5.17	10.07	7.65
37691	3.52	5.46	9.83	8.41
37692	4.43	6.2	10.32	8.13
37693	3.12	5.61	9.63	7.35
37694	4.42	5.93	10.16	7.63
37695	4.26	5.58	9.83	6.97
37696	3.57	5.35	9.48	8.07
37697	4.97	5.72	10.13	8.18
37698	4.14	5.91	10.24	8.63
37699	4.22	6.15	10.09	8.18
37700	3.35	5.23	9.82	7.9
37701	4.03	5.75	10.11	7.66
37702	3.49	5.28	9.9	7.62
37703	4.19	5.27	9.97	7.83
37704	4.21	5.73	9.99	8.77
37705	4.17	4.98	10.36	8.45
37706	3.87	6.07	10.32	8.07
37707	3.8	5.28	10.06	6.89
37708	3.97	5.89	10.09	7.53
37709	4.57	6.03	10.24	8.57
37710	4.22	4.91	9.91	8.01
37711	3.81	4.72	9.9	7.93
37712	3.84	4.53	9.68	8.14
37713	4.96	6.07	10.3	8.19
37714	3.55	4.87	10	7.83
37715	4.27	5.54	10.16	8.14
37716	3.8	5.87	9.9	8.34
37717	4.27	4.91	9.78	7.6
37718	4.49	6.05	9.99	7.75
37719	5.14	5.4	10.33	8.29
37720	3.73	5.42	10.21	8.11
37721	4.21	5.87	10.21	8.36
37722	4.79	5.69	10.32	7.43
37723	3.55	5.37	9.96	7.85
37724	4.1	5.8	10.07	8.65
37725	3.96	6.01	9.86	8.05
37726	4.76	5.32	9.97	9.12
37727	4.16	5.51	9.7	7.33
37728	4.59	5.43	10.04	8.96
37729	4.89	5.95	10.21	8.5
37730	4.07	4.96	9.99	7.21
37731	3.66	4.98	9.99	8.19
37732	3.53	4.53	9.64	7.86
37733	3.43	5.2	9.99	8.21
37734	3.87	5.73	10.03	7.26
37735	4.14	5.17	10.08	7.86
37736	4.42	5.69	9.9	7.54
37737	3.8	5.82	10.26	8.29
37738	3.78	5.24	9.59	7.53
37739	4.38	6.14	10.13	8.42
37740	3.93	5.3	9.82	7.82
37741	3.89	5.66	9.73	7.4
37742	3.88	5.13	9.76	7.39
37743	4.05	5.94	10.17	8.6
37744	3.6	5.57	10.02	8.65
37745	4.73	5.15	9.87	8.3
37746	4.05	5.38	9.74	7.63
37747	4.26	6.13	9.97	7.92
37748	3.82	5.08	10.23	7.72
37749	4.24	5.78	10	8.08
37750	4.35	6.09	10.25	8.92
37751	4.09	5.32	10.03	7.83
37752	4.34	6	10.01	7.99
37753	4.2	5.45	10.33	8.92
37754	4.15	4.51	9.94	8.18
37755	4.53	6.08	10.36	7.85
37756	3.51	4.67	10.02	7.97
37757	4.17	6.04	10.31	8.39
37758	3.58	5.67	9.87	7.85
37759	3.64	5.53	9.7	8.1
37760	4.14	5.54	9.96	8.32
37761	3.52	6.02	10.13	8.05
37762	3.83	5.15	10.11	8.19
37763	3.58	5.25	9.92	7.84
37764	4.28	5.34	9.88	7.61
37765	4.71	5.69	10.19	8.71
37766	3.63	6.29	10.03	8.34
37767	4.19	6.09	10.12	8.21
37768	3.77	6.57	10.08	8.95
37769	3.15	5.13	9.78	8.01
37770	4.15	6.18	10.08	8.33
37771	4.39	5.6	9.86	7.97
37772	3.51	5.97	10.16	8.02
37773	4.33	6.23	9.95	8.19
37774	3.29	5.41	10.01	7.81
37775	4.06	5.34	9.97	7.91
37776	4.38	5.13	9.7	8.14
37777	4.67	6.21	10.03	8.38
37778	4.9	5.96	10.25	8.17
37779	3.68	5.74	10	7.23
37780	4.24	6.07	9.82	7.98
37781	4.27	5.84	10.19	8.09
37782	4.56	6.18	10.16	8.21
37783	4.23	6	10.15	8.51
37784	3.86	5.11	9.95	7.86
37785	3.78	5.69	9.76	7.23
37786	4.2	6.37	10.27	8.5
37787	4.01	5.01	10	7.43
37788	4.24	5.63	10.19	8.4
37789	4.51	5.85	10.2	7.92
37790	4.14	5.84	10.12	8.54
37791	4.32	5.46	9.78	7.33
37792	3.18	5.17	9.61	6.79
37793	3.81	5.37	9.79	8.4
37794	3.83	5.39	9.98	7.82
37795	3.99	5.3	10.07	8.09
37796	4.28	5.74	10.01	7.78
37797	4.76	6.18	10.15	8.13
37798	3.91	5.66	9.78	8.13
37799	4.2	5.47	9.84	8.08
37800	4.34	5.64	9.98	7.95
37801	3.09	4.49	9.58	7.2
37802	4.29	5.53	10.01	8.51
37803	3.82	5.83	10.1	8.15
37804	4.79	6.31	10.38	8.32
37805	3.86	5.66	10.17	7.77
37806	3.99	5.74	10.1	7.55
37807	3.98	4.84	9.86	7.88
37808	3.94	4.85	9.95	7.57
37809	4.33	5.79	NA	8.93
37810	3.62	5.06	10.02	7.38
37811	4.13	5.78	10.19	7.37
37812	3.98	5.61	10.16	8.31
37813	3.36	4.79	9.72	7.58
37814	4.58	5.61	10.12	8.21
37815	3.88	5.48	9.77	6.83
37816	4.36	5.49	9.81	8.3
37817	4.34	5.84	9.94	8.36
37818	3.96	5.77	10.15	8.52
37819	4.57	6.01	10.25	8.77
37820	4.24	6	10.11	8.76
37821	3.73	5.25	9.72	7.69
37822	3.85	5.5	9.82	7.64
37823	4.15	5.54	9.77	7.36
37824	3.67	4.22	9.66	7.41
37825	4.41	5.59	10.09	8.7
37826	4.33	5.42	10.03	8.2
37827	4.19	5.4	9.77	7.6
37828	4.79	6.1	10.35	8.49
37829	4.4	5.75	10.07	8.94
37830	3.85	5.11	9.81	7.95
37831	4.46	6.36	10.23	8.38
37832	3.82	4.59	9.71	7.58
37833	3.76	5.43	10.15	8.24
37834	4.39	6.1	10.05	8.32
37835	4.16	5.35	10.1	8.45
37836	4.25	5.3	10.14	7.5
37837	3.66	5.94	10	NA
37838	3.65	5.38	9.9	7.02
37839	3.75	5.73	9.74	7.64
37840	3.96	5.21	9.9	7.99
37841	3.91	5.17	9.95	7.89
37842	4.55	5.95	10.15	8.54
37843	3.77	5.76	10.18	8.31
37844	3.97	5.22	9.94	7.8
37845	4.11	5.99	10.09	8.52
37846	4.68	6.57	10.48	8.67
37847	4.33	6.1	10.3	7.62
37848	4.2	5.63	9.88	8.31
37849	3.88	5.07	9.89	7.57
37850	4.52	6.3	10.22	8.23
37851	4.08	5.32	9.98	8.17
37852	4.16	5.74	9.95	7.66
37853	3.95	5.03	9.63	7.34
37854	4.16	5.67	9.82	8.28
37855	3.7	5.26	10.01	7.5
37856	4.25	5.11	10.04	6.85
37857	4.28	5.23	10.19	8.18
37858	3.44	5.28	10.09	8.03
37859	3.21	5.02	10	7.97
37860	4.13	5.44	10.01	8.11
37861	3.54	5.02	9.9	7.37
37862	3.98	5.52	9.88	7.86
37863	4.37	6.24	10.3	8.41
37864	3.37	5.12	9.93	7.66
37865	4.49	5.82	10.17	8.75
37866	3.68	5.9	9.8	8.12
37867	3.52	5.57	9.96	7.92
37868	4.32	5.35	9.59	7.5
37869	4.64	5.37	10.29	8.9
37870	3.7	5.28	9.99	8.18
37871	3.25	5.32	10.01	7.53
37872	4.37	5.47	9.97	8.67
37873	4.56	5.81	10.25	8.1
37874	3.63	5.72	10	8.6
37875	4.67	6.47	10.13	8.93
37876	4.56	5.79	9.99	8.17
37877	4.73	4.97	10.26	8.26
37878	4.6	5.43	10	7.75
37879	4.67	5.59	9.98	8.43
37880	3.69	6.11	10.22	7.58
37881	4.44	5.91	10.26	8.71
37882	4.16	5.61	9.89	8.39
37883	3.8	5.4	10.08	7.95
37884	3.55	5.19	9.85	7.66
37885	3.92	6.02	10.08	8.31
37886	4.05	5.24	9.69	7.33
37887	4.2	5.19	9.99	8.44
37888	4.86	6.2	9.94	8.02
37889	4.21	5.91	10.05	8.66
37890	4.48	5.91	10.2	8.55
37891	3.61	5.33	9.99	8.19
37892	3.74	5.72	9.91	7.71
37893	4.2	5.82	10.41	7.84
37894	4.77	5.95	9.96	7.68
37895	4.95	6.28	10.56	8.71
37896	3.93	4.84	9.84	7.93
37897	4.23	5.43	9.78	8.84
37898	3.66	5.08	9.82	8.46
37899	3.36	3.52	9.37	6.49
37900	4.11	6	10.2	7.42
37901	4.11	6.91	10.51	8.43
37902	3.67	5.37	9.73	8.65
37903	4.29	5.39	9.96	9.27
37904	4.23	5.64	9.92	8.03
37905	3.44	5.59	10.09	7.71
37906	4.13	5.54	9.8	8.29
37907	4.15	5.19	9.61	8.21
37908	4.06	5.16	9.97	8.4
37909	4.63	6.82	10.29	8.99
37910	4.09	4.85	9.85	7.91
37911	3.42	5.37	9.98	7.26
37912	3.92	5.4	10.13	8.56
37913	4.14	5.49	10.21	8.06
37914	3.9	5.24	9.93	8.06
37915	4.31	5.12	10.02	7.96
37916	3.88	5.1	9.78	8.02
37917	4.38	6.13	10.31	7.82
37918	3.97	5.2	10.09	7.96
37919	3.61	5.31	10.02	7.9
37920	4.07	5.57	9.93	7.95
37921	4.27	5.78	10	7.19
37922	4.33	5.45	9.91	8.11
37923	3.96	5.85	10.08	8.33
37924	3.99	5.07	9.96	8.31
37925	4.06	5.67	9.97	8.42
37926	3.79	4.69	10.14	7.26
37927	3.28	4.96	9.72	6.87
37928	3.77	5.12	10	8.56
37929	3.94	5.85	10.05	7.87
37930	3.66	5.6	10.37	8.16
37931	4.18	5.61	10.05	7.01
37932	3.76	5	9.85	7.49
37933	4.19	5.53	9.85	8.03
37934	4.24	6.02	10.39	8.73
37935	3.59	5.27	9.89	7.34
37936	4.64	5.84	10.17	8.24
37937	4.5	5.25	9.94	7.92
37938	4.43	6.02	10.21	8.58
37939	3.68	5.15	9.74	7.59
37940	3.88	5.87	10.17	8.7
37941	3.72	5.4	9.82	7.97
37942	3.48	4.66	9.65	8.04
37943	3.84	5.15	10.22	7.58
37944	4.57	5.91	9.87	8.38
37945	3.52	5.12	9.87	7.56
37946	4.4	5.99	9.92	7.78
37947	5.06	5.74	10.06	8.38
37948	4.2	5.3	10.08	7.36
37949	3.69	4.73	9.91	8.01
37950	3.48	4.5	9.68	7.71
37951	4.48	5.68	9.96	7.68
37952	3.36	5.03	9.66	6.99
37953	4.35	5.75	9.83	8.44
37954	3.53	4.47	9.72	7.93
37955	4.4	5.78	10.2	8.61
37956	4.25	5.71	10.07	7.76
37957	3.9	5.7	10.03	8.64
37958	4.54	6.27	10.3	9.07
37959	4.54	5.38	10.31	8.01
37960	3.83	4.96	9.78	7.53
37961	4.74	7.05	10.23	8.85
37962	3.5	4.69	9.93	6.95
37963	3.95	5.29	9.95	8.58
37964	3.37	5.19	9.6	7.66
37965	2.91	4.32	9.6	7.71
37966	4.58	6.14	10.08	8.45
37967	3.83	5.12	10	8.18
37968	4.26	5.68	10.03	7.74
37969	3.17	4.89	9.55	7.61
37970	4.14	5.3	10.03	8.66
37971	4.64	6.26	9.89	8.68
37972	4.45	6	10.15	8.56
37973	3.41	5.53	9.76	7.07
37974	3.9	5.14	10.11	7.5
37975	3.49	5.44	9.93	7.65
37976	3.77	5.21	9.77	7.79
37977	3.46	4.89	10.06	7.82
37978	4.08	5.55	10.24	8.3
37979	4.05	5.32	10.26	8.31
37980	4.6	5.17	10.23	8.46
37981	3.72	5.06	9.93	8.29
37982	3.39	5.47	9.95	7.56
37983	4.67	5.39	10.21	8.15
37984	4.18	5.89	10.12	7.97
37985	4	4.58	9.66	7.8
37986	4.1	6.02	10.1	8.22
37987	4.26	6.15	10.27	7.8
37988	3.52	4.71	9.88	7.43
37989	4.09	5.72	9.97	8.07
37990	4.12	5.63	10.26	7.86
37991	4.61	5.64	10.28	8.48
37992	3.86	6.02	9.92	7.75
37993	3.55	5.43	10.11	7.94
37994	3.86	5.24	9.77	7.69
37995	3.78	5.83	9.81	8.26
37996	3.8	5.06	9.95	8.12
37997	3.61	5.13	9.68	7.49
37998	5.18	6.2	10.27	8.34
37999	2.82	5.15	9.62	8.18
38000	3.37	5.17	10.06	7.64
38001	3.36	4.6	9.79	7.47
38002	4.86	5.09	10.11	8.27
38003	3.51	5.02	9.91	7.37
38004	3.88	5.03	10.07	7.95
38005	4.39	5.81	10.09	7.78
38006	4.06	5.67	10.03	8.93
38007	3.74	4.88	9.9	8.06
38008	4.32	6.05	10.32	8.4
38009	4.2	5.34	10.01	7.79
38010	4.01	5.26	9.68	7.65
38011	4.34	5.83	10.32	7.73
38012	4.16	5.5	9.75	8
38013	3.42	4.63	9.74	7.3
38014	4.34	5.72	10.02	8.24
38015	4.11	6.23	10.15	7.82
38016	3.44	5.23	10.1	8.5
38017	4.21	5.37	9.79	7.8
38018	4.15	5.66	10.16	7.72
38019	4.11	4.92	10.03	7.54
38020	3.91	5.67	10.01	8.13
38021	4.39	6.21	10.23	8.57
38022	4.17	5.37	10	8.5
38023	4.06	5.24	10.07	8.66
38024	4.43	5.5	NA	8.26
38025	4.32	4.94	9.97	8.37
38026	3.45	5.85	10.03	8.32
38027	3.65	4.74	9.91	7.59
38028	3.98	5.92	10	7.67
38029	4.14	6.06	10.08	8.09
38030	3.41	4.95	9.84	7.26
38031	3.59	4.93	9.5	6.64
38032	3.82	5.6	9.91	8.26
38033	4.67	6.23	10.22	8.51
38034	3.75	4.65	10.17	8.03
38035	4.54	5.44	10.31	8.34
38036	3.72	4.95	9.95	7.37
38037	4	6.19	NA	7.89
38038	4.11	6.09	9.97	8.12
38039	3.75	4.52	9.57	7.82
38040	3.72	5.23	10.16	7.81
38041	4.56	5.31	10.11	8.42
38042	3.47	5.31	9.77	8.32
38043	4.13	5.56	9.94	7.77
38044	3.54	4.87	10.03	8.08
38045	3.65	5.95	10.1	8.02
38046	3.85	4.62	9.67	8.23
38047	3.87	6.08	9.86	7.96
38048	4.62	6.49	10.25	8.6
38049	3.45	5.24	9.74	7.2
38050	3.67	5.69	9.88	8.22
38051	4.19	5.88	9.97	7.58
38052	3.92	5.31	9.94	8.4
38053	4.66	5.57	10.13	8.77
38054	3.79	5.2	9.63	7.73
38055	4.07	5.27	10.04	8.75
38056	4.29	5.84	9.95	8.97
38057	3.98	4.77	9.88	7.75
38058	4	5.31	10.34	8.41
38059	3.62	5.54	9.69	7.75
38060	3.98	5.73	10.08	7.8
38061	4.22	5.35	9.95	7.83
38062	3.91	4.77	10.07	7.92
38063	3.71	6.22	10.12	8.06
38064	3.87	6.16	9.95	8.13
